gene_id	gene_name	gene_biotype	N545FJ_1_cpm	N545FJ_1_count	N545FJ_2_cpm	N545FJ_2_count	N545FJ_3_cpm	N545FJ_3_count	N545FJ_4_cpm	N545FJ_4_count	N545FJ_5_cpm	N545FJ_5_count	N545FJ_6_cpm	N545FJ_6_count
ENSG00000261558	LINC01859	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261559	FSCN1P1	transcribed_processed_pseudogene	0.0	0.0	0.0	0.0	0.09565736566249762	1.0	0.0	0.0	0.07486136020452379	0.75	0.0	0.0
ENSG00000261560		lncRNA	4.088855482317903	38.0	3.0549260650066885	21.0	2.8697209698749284	30.0	2.0785685923531636	19.5	4.092421024513967	41.0	2.4297990631872324	26.0
ENSG00000261561		transcribed_unprocessed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261564		unitary_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261566		lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261569		lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261570	AGK-DT	lncRNA	0.10760146006099743	1.0	0.0	0.0	0.09565736566249762	1.0	0.21318652229263219	2.0	0.0	0.0	0.0	0.0
ENSG00000261572		lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09981514693936504	1.0	0.0	0.0
ENSG00000261573		lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.31977978343894825	3.0	0.09981514693936504	1.0	0.09345381012258586	1.0
ENSG00000261575		transcribed_unprocessed_pseudogene	0.0	0.0	0.0	0.0	0.04782868283124881	0.5	0.053296630573158046	0.5	0.0	0.0	0.0	0.0
ENSG00000261578		lncRNA	0.0	0.0	0.0	0.0	0.09565736566249762	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261580	ENPP7P13	processed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261581	HERC2P11	transcribed_unprocessed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261582		protein_coding	5.864279573324359	54.5	4.727861767272256	32.5	5.069840380112374	53.0	8.42086763055897	79.0	7.036967859225236	70.5	8.480933268624668	90.75
ENSG00000261583		lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261584		lncRNA	0.5380073003049871	5.0	0.6298966600704267	4.33	0.41419639331861463	4.33	0.46154882076354864	4.33	0.19963029387873008	2.0	0.5139959556742223	5.5
ENSG00000261586		lncRNA	0.10760146006099743	1.0	0.0	0.0	0.09565736566249762	1.0	0.10659326114631609	1.0	0.0	0.0	0.0	0.0
ENSG00000261587	TMEM249	protein_coding	0.05380073003049871	0.5	0.2182090046433349	1.5	0.1434860484937464	1.5	0.0	0.0	0.34935301428777765	3.5	0.3738152404903434	4.0
ENSG00000261588		processed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261590		processed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261592		lncRNA	0.10760146006099743	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000261593	CYP4A27P	unprocessed_pseudogene	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
