EnsemblID	gene_name	logFC	logCPM	PValue	FDR	F	gene_biotype	GroupA_AvgCPM	GroupB_AvgCPM	GroupA_stdv	GroupB_stdv	log10FDR	alias	mygene_name	summary
	TRAPPC10	0.0466428	4.94231				protein_coding								
	LDHB	0.0466305	9.05129				protein_coding								
	TIMM21	0.0465543	4.72112				protein_coding								
	NIPSNAP2	0.0465243	5.50877				protein_coding								
	PYCR3	0.0465202	2.64112				protein_coding								
	ASH1L-AS1	0.0464316	3.1483				lncRNA								
	WASHC5	0.0464103	4.55026				protein_coding								
	GTF3A	0.0462875	8.27335				protein_coding								
	ENSG00000285446	0.0462448	0.93821				protein_coding								
	ESD	0.046236	6.42973				protein_coding								
	EMC6	0.0462233	6.56612				protein_coding								
	DCLRE1C	0.0461299	4.99315				protein_coding								
	PI4K2A	0.046123	3.3873				protein_coding								
	FBXW11	0.0461119	4.13638				protein_coding								
	RACK1	0.0460571	10.3895				protein_coding								
	MTFMT	0.0460331	5.05347				protein_coding								
	ENSG00000258924	0.0460176	1.25752				lncRNA								
	MRPL18	0.0459619	7.2924				protein_coding								
	RPL27A	0.0458573	11.1836				protein_coding								
	BPNT2	0.0458442	5.51841				protein_coding								
	P4HA2	0.0457575	2.6186				protein_coding								
	TMCO4	0.0457575	2.6186				protein_coding								
	LINC03006	0.0456187	2.77181				lncRNA								
	MIS12	0.0455797	4.97699				protein_coding								
	ZNF282	0.0455249	4.33585				protein_coding								
	TMTC4	0.0455165	3.55375				protein_coding								
	PPIB	0.0455002	8.47799				protein_coding								
	FARP1	0.0454649	1.71914				protein_coding								
	MCMBP	0.0454072	5.67387				protein_coding								
	SLCO3A1	0.0453959	4.90557				protein_coding								
	SIT1	0.0453781	6.35594				protein_coding								
	MAST2	0.045331	3.15283				protein_coding								
	EXOC8	0.045331	3.15283				protein_coding								
	CLEC2D	0.0453303	7.65804				protein_coding								
	APOBEC3G	0.0452941	6.68361				protein_coding								
	HAPSTR1	0.0452147	6.27503				protein_coding								
	ARID2	0.0451081	5.49696				protein_coding								
	TOMM5	0.0450935	6.09599				protein_coding								
	RNVU1-29	0.0450065	-1.07352				snRNA								
	ENSG00000283549	0.0450065	-1.07352				lncRNA								
	EEF1AKMT3	0.0449839	0.901365				protein_coding								
	STX18	0.0449671	3.8479				protein_coding								
	ENSG00000286264	0.0449436	5.19616				protein_coding								
	RNF4	0.04491	5.44593				protein_coding								
	PYGO2	0.0448998	5.61893				protein_coding								
	TTPAL	0.0448664	5.01949				protein_coding								
	EXOC3	0.0448099	4.95469				protein_coding								
	DDX54	0.0446155	6.45256				protein_coding								
	MOGS	0.0445953	5.29173				protein_coding								
	RPL36A	0.0445933	9.16702				protein_coding								
	PSME2P1	0.0445213	0.494746				processed_pseudogene								
	MKI67	0.0445019	8.44347				protein_coding								
	USP13	0.0444584	3.8333				protein_coding								
	CD48	0.0444502	8.34749				protein_coding								
	AP1S3	0.0443738	3.04578				protein_coding								
	PSMA6	0.0443392	6.5719				protein_coding								
	ENSG00000293279	0.0442986	0.208581				lncRNA								
	AIP	0.0442834	6.85617				protein_coding								
	POLN	0.0442734	1.86968				protein_coding								
	BLTP3A	0.044228	3.12114				protein_coding								
	RGL2	0.044228	3.12114				protein_coding								
	PET117	0.0441996	2.87273				protein_coding								
	RAD1	0.0440731	5.46733				protein_coding								
	NBPF11	0.0440693	2.82516				protein_coding								
	GALNT1	0.0440424	5.95391				protein_coding								
	RAB4B-EGLN2	0.0439916	4.48015				protein_coding								
	ZNF17	0.0439675	1.67616				protein_coding								
	ENSG00000228427	0.0439675	1.67616				lncRNA								
	DDX50P1	0.0439675	1.67616				processed_pseudogene								
	CTSO	0.0439675	1.67616				protein_coding								
	FGF14-AS2	0.0439675	1.67616				lncRNA								
	TMA7B	0.0439598	3.88725				protein_coding								
	DNMT1	0.043927	8.09422				protein_coding								
	DOLPP1	0.0438539	4.92746				protein_coding								
	PDPR	0.0437387	5.63955				protein_coding								
	BTBD9	0.0436579	3.10503				protein_coding								
	PAIP2B	0.0436561	0.863554				protein_coding								
	ENSG00000291113	0.0435999	3.78649				lncRNA								
	MZT1	0.043564	6.20165				protein_coding								
	SLC9A7	0.043556	4.27953				protein_coding								
	MTERF4	0.0435191	5.15566				protein_coding								
	LUC7L	0.0434511	5.25934				protein_coding								
	POGLUT1	0.0434511	5.25934				protein_coding								
	RP2	0.0433937	3.49313				protein_coding								
	MAFG	0.0433207	5.25569				protein_coding								
	SCARB2	0.0433186	2.54884				protein_coding								
	ZDHHC18	0.0433128	5.69147				protein_coding								
	ABT1	0.043293	5.90067				protein_coding								
	ZRSR2	0.0432702	4.05485				protein_coding								
	WDR46	0.0432042	6.08128				protein_coding								
	VARS1	0.0431319	5.87982				protein_coding								
	ENSG00000260007	0.0430872	4.36369				protein_coding								
	PCBP2P2	0.0430075	4.69574				processed_pseudogene								
	HECTD4	0.0430067	4.36145				protein_coding								
	ATP6V0B	0.0429925	7.46985				protein_coding								
	NDUFA6	0.0428278	6.91448				protein_coding								
	RPL7L1	0.0428136	7.07043				protein_coding								
	PARP15	0.0427612	3.22289				protein_coding								
	ENSG00000237550	0.0426729	7.5498				transcribed_processed_pseudogene								
	WDR48	0.0426324	5.59531				protein_coding								
	MARK3	0.0425559	6.14197				protein_coding								
	PROSER1	0.0425269	5.51074				protein_coding								
	BGLAP	0.0425052	0.409689				protein_coding								
	ZNF780A	0.0424051	1.91192				protein_coding								
	ENSG00000285730	0.0423767	1.63186				lncRNA								
	PRDX5	0.0422217	7.02023				protein_coding								
	NUP43	0.0422067	5.00541				protein_coding								
	ENSG00000295970	0.0421508	-0.155753				lncRNA								
	DROSHA	0.0421204	4.67133				protein_coding								
	CDK19	0.0420975	4.59411				protein_coding								
	MORF4L2	0.0420806	7.43383				protein_coding								
	SNRNP40	0.042074	7.36619				protein_coding								
	SMG1P2	0.0420628	2.85586				transcribed_unprocessed_pseudogene								
	EGLN2	0.0420323	4.45547				protein_coding								
	TMF1	0.0420307	5.92951				protein_coding								
	NOTCH2	0.0420266	6.62094				protein_coding								
	POLR3D	0.0419733	4.2358				protein_coding								
	PEX19	0.0419596	4.50947				protein_coding								
	ENSG00000290851	0.0418544	-0.606685				lncRNA								
	PRPSAP2	0.0418338	5.08599				protein_coding								
	NUMA1	0.0418248	6.83828				protein_coding								
	B3GALT6	0.0418081	5.40453				protein_coding								
	SORD	0.041796	3.44913				protein_coding								
	TRIM33	0.0417342	6.25368				protein_coding								
	EXOSC6	0.0416695	6.49445				protein_coding								
	LAP3	0.0416516	7.07627				protein_coding								
	S100A6	0.041626	10.1264				protein_coding								
	RPS5	0.041609	9.99181				protein_coding								
	NPM1P27	0.0416073	5.16521				processed_pseudogene								
	NDUFC2-KCTD14	0.0415955	6.4134				protein_coding								
	PDXK	0.0415876	5.82093				protein_coding								
	MYNN	0.0415628	4.41302				protein_coding								
	HSCB	0.0415597	3.44274				protein_coding								
	ARHGEF6	0.0415036	6.38867				protein_coding								
	TRMU	0.041455	4.57669				protein_coding								
	CAPRIN2	0.0414231	2.32031				protein_coding								
	ARHGAP44	0.041411	-1.17375				protein_coding								
	SCIN	0.041411	-1.17375				protein_coding								
	FLT4	0.041411	-1.17375				protein_coding								
	XK	0.041411	-1.17375				protein_coding								
	NNAT	0.041411	-1.17375				protein_coding								
	ARHGEF10L	0.041411	-1.17375				protein_coding								
	MOCOS	0.041411	-1.17375				protein_coding								
	OPHN1	0.041411	-1.17375				protein_coding								
	EPB41L3	0.041411	-1.17375				protein_coding								
	ACHE	0.041411	-1.17375				protein_coding								
	ASAP3	0.041411	-1.17375				protein_coding								
	CEBPE	0.041411	-1.17375				protein_coding								
	SYNGR1	0.041411	-1.17375				protein_coding								
	NFATC4	0.041411	-1.17375				protein_coding								
	TSNAXIP1	0.041411	-1.17375				protein_coding								
	SFRP1	0.041411	-1.17375				protein_coding								
	TNNT1	0.041411	-1.17375				protein_coding								
	ECM2	0.041411	-1.17375				protein_coding								
	CRACD	0.041411	-1.17375				protein_coding								
	IL2	0.041411	-1.17375				protein_coding								
	KIAA1549L	0.041411	-1.17375				protein_coding								
	APOBEC1	0.041411	-1.17375				protein_coding								
	IL1A	0.041411	-1.17375				protein_coding								
	PCSK4	0.041411	-1.17375				protein_coding								
	SLC9A2	0.041411	-1.17375				protein_coding								
	ACTL8	0.041411	-1.17375				protein_coding								
	ARTN	0.041411	-1.17375				protein_coding								
	PPP4R4	0.041411	-1.17375				protein_coding								
	MLANA	0.041411	-1.17375				protein_coding								
	LRRC39	0.041411	-1.17375				protein_coding								
	PLP1	0.041411	-1.17375				protein_coding								
	ALDH1A2	0.041411	-1.17375				protein_coding								
	CCN3	0.041411	-1.17375				protein_coding								
	PRKG2	0.041411	-1.17375				protein_coding								
	SLC38A4	0.041411	-1.17375				protein_coding								
	CMTM2	0.041411	-1.17375				protein_coding								
	NECTIN4	0.041411	-1.17375				protein_coding								
	LRRTM2	0.041411	-1.17375				protein_coding								
	CTF1	0.041411	-1.17375				protein_coding								
	LYPD1	0.041411	-1.17375				protein_coding								
	MIPOL1	0.041411	-1.17375				protein_coding								
	CCNO	0.041411	-1.17375				protein_coding								
	FBXL2	0.041411	-1.17375				protein_coding								
	APOA2	0.041411	-1.17375				protein_coding								
	ACE	0.041411	-1.17375				protein_coding								
	SLITRK5	0.041411	-1.17375				protein_coding								
	VWA2	0.041411	-1.17375				protein_coding								
	TMPRSS5	0.041411	-1.17375				protein_coding								
	STXBP6	0.041411	-1.17375				protein_coding								
	EFNA1	0.041411	-1.17375				protein_coding								
	MUC3A	0.041411	-1.17375				protein_coding								
	TMC7	0.041411	-1.17375				protein_coding								
	HAS2	0.041411	-1.17375				protein_coding								
	DNAI2	0.041411	-1.17375				protein_coding								
	NHLH1	0.041411	-1.17375				protein_coding								
	GAP43	0.041411	-1.17375				protein_coding								
	CYP7B1	0.041411	-1.17375				protein_coding								
	OVOL1	0.041411	-1.17375				protein_coding								
	DMRT2	0.041411	-1.17375				protein_coding								
	ZNF135	0.041411	-1.17375				protein_coding								
	BOK	0.041411	-1.17375				protein_coding								
	DNAJC22	0.041411	-1.17375				protein_coding								
	GATA2	0.041411	-1.17375				protein_coding								
	SKIDA1	0.041411	-1.17375				protein_coding								
	PRR36	0.041411	-1.17375				protein_coding								
	MEX3B	0.041411	-1.17375				protein_coding								
	FAM167B	0.041411	-1.17375				protein_coding								
	TAFA1	0.041411	-1.17375				protein_coding								
	FAM110C	0.041411	-1.17375				protein_coding								
	GP1BA	0.041411	-1.17375				protein_coding								
	TCN2	0.041411	-1.17375				protein_coding								
	PBX1	0.041411	-1.17375				protein_coding								
	PCLO	0.041411	-1.17375				protein_coding								
	CCDC73	0.041411	-1.17375				protein_coding								
	CIDEC	0.041411	-1.17375				protein_coding								
	MAGI2	0.041411	-1.17375				protein_coding								
	FPR3	0.041411	-1.17375				protein_coding								
	THSD4	0.041411	-1.17375				protein_coding								
	SNHG28	0.041411	-1.17375				lncRNA								
	ENTPD8	0.041411	-1.17375				protein_coding								
	SIRPA	0.041411	-1.17375				protein_coding								
	LINC01565	0.041411	-1.17375				lncRNA								
	Y_RNA	0.041411	-1.17375				misc_RNA								
	Y_RNA	0.041411	-1.17375				misc_RNA								
	Y_RNA	0.041411	-1.17375				misc_RNA								
	Y_RNA	0.041411	-1.17375				misc_RNA								
	RNU4-2	0.041411	-1.17375				snRNA								
	FAM32BP	0.041411	-1.17375				processed_pseudogene								
	ERICH2	0.041411	-1.17375				protein_coding								
	FRG2	0.041411	-1.17375				protein_coding								
	C2CD4B	0.041411	-1.17375				protein_coding								
	PPIAP30	0.041411	-1.17375				processed_pseudogene								
	MIR15B	0.041411	-1.17375				miRNA								
	TRAJ47	0.041411	-1.17375				TR_J_gene								
	RNU6-817P	0.041411	-1.17375				snRNA								
	SNORD19	0.041411	-1.17375				snoRNA								
	PRCD	0.041411	-1.17375				protein_coding								
	CTAGE11P	0.041411	-1.17375				processed_pseudogene								
	ENSG00000215237	0.041411	-1.17375				transcribed_unprocessed_pseudogene								
	ENSG00000217334	0.041411	-1.17375				processed_pseudogene								
	SYCE3	0.041411	-1.17375				protein_coding								
	TDRD15	0.041411	-1.17375				protein_coding								
	RPL21P19	0.041411	-1.17375				processed_pseudogene								
	ENSG00000219150	0.041411	-1.17375				processed_pseudogene								
	SNORA11F	0.041411	-1.17375				snoRNA								
	ENSG00000222604	0.041411	-1.17375				snoRNA								
	ENSG00000224886	0.041411	-1.17375				transcribed_processed_pseudogene								
	ENSG00000224992	0.041411	-1.17375				lncRNA								
	NCBP2-AS1	0.041411	-1.17375				lncRNA								
	EDNRB-AS1	0.041411	-1.17375				lncRNA								
	FRG2B	0.041411	-1.17375				protein_coding								
	RPS3AP27	0.041411	-1.17375				processed_pseudogene								
	PSPC1-AS2	0.041411	-1.17375				lncRNA								
	LINC01876	0.041411	-1.17375				lncRNA								
	RPL13AP16	0.041411	-1.17375				processed_pseudogene								
	ELL2P1	0.041411	-1.17375				processed_pseudogene								
	ENSG00000227857	0.041411	-1.17375				lncRNA								
	ENSG00000229257	0.041411	-1.17375				lncRNA								
	ENSG00000229278	0.041411	-1.17375				lncRNA								
	ITGB1-DT	0.041411	-1.17375				lncRNA								
	HAR1B	0.041411	-1.17375				lncRNA								
	LINC02777	0.041411	-1.17375				lncRNA								
	STEAP1B-AS1	0.041411	-1.17375				lncRNA								
	B4GALT1-AS1	0.041411	-1.17375				lncRNA								
	RPSAP13	0.041411	-1.17375				processed_pseudogene								
	CSNK1G2P1	0.041411	-1.17375				processed_pseudogene								
	ENSG00000234607	0.041411	-1.17375				processed_pseudogene								
	GRK3-AS1	0.041411	-1.17375				lncRNA								
	SRP14P3	0.041411	-1.17375				processed_pseudogene								
	ENSG00000235236	0.041411	-1.17375				lncRNA								
	LINC02646	0.041411	-1.17375				lncRNA								
	ARHGEF38	0.041411	-1.17375				protein_coding								
	KRT18P52	0.041411	-1.17375				processed_pseudogene								
	DDX10P1	0.041411	-1.17375				processed_pseudogene								
	RSL24D1P8	0.041411	-1.17375				processed_pseudogene								
	RNF223	0.041411	-1.17375				protein_coding								
	ENSG00000237640	0.041411	-1.17375				lncRNA								
	SPTBN1-AS2	0.041411	-1.17375				lncRNA								
	RN7SL333P	0.041411	-1.17375				misc_RNA								
	ENSG00000239701	0.041411	-1.17375				processed_pseudogene								
	PTPRG-AS1	0.041411	-1.17375				lncRNA								
	ENSG00000241525	0.041411	-1.17375				lncRNA								
	ENSG00000242659	0.041411	-1.17375				lncRNA								
	ALDH7A1P3	0.041411	-1.17375				processed_pseudogene								
	CTTN-DT	0.041411	-1.17375				lncRNA								
	ENSG00000248544	0.041411	-1.17375				lncRNA								
	LINC01948	0.041411	-1.17375				lncRNA								
	HMGB1P44	0.041411	-1.17375				processed_pseudogene								
	LINC02265	0.041411	-1.17375				lncRNA								
	ENSG00000250274	0.041411	-1.17375				lncRNA								
	ENSG00000251143	0.041411	-1.17375				lncRNA								
	RNU6-998P	0.041411	-1.17375				snRNA								
	RBM12B-DT	0.041411	-1.17375				lncRNA								
	RSF1-IT1	0.041411	-1.17375				lncRNA								
	ENSG00000255670	0.041411	-1.17375				lncRNA								
	ENSG00000256967	0.041411	-1.17375				lncRNA								
	ENSG00000257270	0.041411	-1.17375				lncRNA								
	ENSG00000258172	0.041411	-1.17375				lncRNA								
	LINC02320	0.041411	-1.17375				lncRNA								
	OXA1L-DT	0.041411	-1.17375				lncRNA								
	ENSG00000258752	0.041411	-1.17375				lncRNA								
	ENSG00000259755	0.041411	-1.17375				lncRNA								
	ENSG00000260369	0.041411	-1.17375				lncRNA								
	ENSG00000260651	0.041411	-1.17375				lncRNA								
	ENSG00000260686	0.041411	-1.17375				lncRNA								
	ENSG00000260814	0.041411	-1.17375				lncRNA								
	ENSG00000260934	0.041411	-1.17375				lncRNA								
	ZNNT1	0.041411	-1.17375				lncRNA								
	FIGNL2	0.041411	-1.17375				protein_coding								
	OTULIN-DT	0.041411	-1.17375				lncRNA								
	ENSG00000261433	0.041411	-1.17375				lncRNA								
	ENSG00000263531	0.041411	-1.17375				lncRNA								
	ENSG00000263986	0.041411	-1.17375				lncRNA								
	MYL12-AS1	0.041411	-1.17375				lncRNA								
	MIR133A1HG	0.041411	-1.17375				lncRNA								
	ENSG00000265713	0.041411	-1.17375				transcribed_processed_pseudogene								
	ENSG00000265800	0.041411	-1.17375				lncRNA								
	RN7SL118P	0.041411	-1.17375				misc_RNA								
	ENSG00000267092	0.041411	-1.17375				lncRNA								
	ENSG00000267160	0.041411	-1.17375				lncRNA								
	ZNF45-AS1	0.041411	-1.17375				lncRNA								
	LINC01775	0.041411	-1.17375				lncRNA								
	ENSG00000269984	0.041411	-1.17375				lncRNA								
	ENSG00000270021	0.041411	-1.17375				lncRNA								
	ENSG00000270077	0.041411	-1.17375				lncRNA								
	RNVU1-31	0.041411	-1.17375				snRNA								
	ENSG00000271452	0.041411	-1.17375				lncRNA								
	ENSG00000271553	0.041411	-1.17375				lncRNA								
	ENSG00000271993	0.041411	-1.17375				lncRNA								
	ENSG00000272175	0.041411	-1.17375				lncRNA								
	ARGLU1-DT	0.041411	-1.17375				lncRNA								
	DAP-DT	0.041411	-1.17375				lncRNA								
	ENSG00000272384	0.041411	-1.17375				lncRNA								
	ENSG00000272631	0.041411	-1.17375				lncRNA								
	ENSG00000272787	0.041411	-1.17375				lncRNA								
	PFKP-DT	0.041411	-1.17375				lncRNA								
	ENSG00000273007	0.041411	-1.17375				lncRNA								
	PACERR	0.041411	-1.17375				lncRNA								
	ENSG00000273599	0.041411	-1.17375				lncRNA								
	ENSG00000273855	0.041411	-1.17375				lncRNA								
	ENSG00000275709	0.041411	-1.17375				lncRNA								
	ENSG00000276105	0.041411	-1.17375				misc_RNA								
