NAME	TERM	ES	NES	NOM_P_VAL	FDR_Q_VAL	FWER_P_VAL	TAG_%	GENE_%	LEAD_GENES	LEAD_GENES_IDS
prerank	Complement	-0.31833268490921957	-0.920305089637148	0.7689243027888446	1.0	1.0	57/200	15.33%	LRP1;MT3;FN1;CR2;L3MBTL4;SERPINE1;C3;SERPINA1;F2;CD59;APOC1;S100A13;C4BPB;KLK1;CDH13;HPCAL4;PDGFB;CTSV;CLU;PLAUR;CD40LG;CPM;CASP10;FDX1;LIPA;DUSP5;ITGAM;LCK;ADRA2B;CDK5R1;SH2B3;PIK3CG;LGALS3;DOCK9;TIMP2;RABIF;WAS;CASP4;PRSS36;PDP1;GNAI3;APOBEC3F;PRCP;CALM3;CTSH;GATA3;CSRP1;MMP15;FCER1G;CASP1;IRF2;SERPING1;NOTCH4;GMFB;LCP2;ATOX1;CCL5	ENSG00000123384;ENSG00000087250;ENSG00000115414;ENSG00000117322;ENSG00000154655;ENSG00000106366;ENSG00000125730;ENSG00000197249;ENSG00000180210;ENSG00000085063;ENSG00000130208;ENSG00000189171;ENSG00000123843;ENSG00000167748;ENSG00000140945;ENSG00000116983;ENSG00000100311;ENSG00000136943;ENSG00000120885;ENSG00000011422;ENSG00000102245;ENSG00000135678;ENSG00000003400;ENSG00000137714;ENSG00000107798;ENSG00000138166;ENSG00000169896;ENSG00000182866;ENSG00000274286;ENSG00000176749;ENSG00000111252;ENSG00000105851;ENSG00000131981;ENSG00000088387;ENSG00000035862;ENSG00000183155;ENSG00000015285;ENSG00000196954;ENSG00000178226;ENSG00000164951;ENSG00000065135;ENSG00000128394;ENSG00000137509;ENSG00000160014;ENSG00000103811;ENSG00000107485;ENSG00000159176;ENSG00000102996;ENSG00000158869;ENSG00000137752;ENSG00000168310;ENSG00000149131;ENSG00000204301;ENSG00000197045;ENSG00000043462;ENSG00000177556;ENSG00000271503
prerank	Cholesterol Homeostasis	0.38229830280349814	0.9109944972895766	0.6352201257861635	1.0	1.0	29/74	20.23%	PPARG;GPX8;ERRFI1;LGMN;GLDC;LDLR;CXCL16;DHCR7;MAL2;CTNNB1;SREBF2;CYP51A1;HMGCS1;FASN;JAG1;SQLE;MVK;HSD17B7;MVD;ALDOC;SEMA3B;CPEB2;FDPS;ABCA2;ALCAM;FBXO6;CD9;SCD;GSTM2	ENSG00000132170;ENSG00000164294;ENSG00000116285;ENSG00000100600;ENSG00000178445;ENSG00000130164;ENSG00000161921;ENSG00000172893;ENSG00000147676;ENSG00000168036;ENSG00000198911;ENSG00000001630;ENSG00000112972;ENSG00000169710;ENSG00000101384;ENSG00000104549;ENSG00000110921;ENSG00000132196;ENSG00000167508;ENSG00000109107;ENSG00000012171;ENSG00000137449;ENSG00000160752;ENSG00000107331;ENSG00000170017;ENSG00000116663;ENSG00000010278;ENSG00000099194;ENSG00000213366
prerank	Interferon Gamma Response	-0.31360388198135025	-0.9093735038293083	0.8650793650793651	1.0	1.0	79/200	18.55%	IFIT2;IFIT1;IFI44;BATF2;CDKN1A;FGL2;CMTR1;TNFAIP2;SELP;OAS3;TXNIP;IL10RA;IFI44L;RIGI;ISG15;RIPK2;PFKP;MX1;IFIT3;VCAM1;STAT4;STAT2;VAMP8;SAMHD1;GCH1;CD74;MX2;TNFAIP6;CASP4;LY6E;IL15;IFI30;ITGB7;IFI35;IRF5;HLA-B;SAMD9L;VAMP5;RSAD2;IDO1;OASL;IFITM2;PDE4B;MT2A;ICAM1;FAS;TNFSF10;CASP1;XAF1;IRF2;CD69;SERPING1;SOCS1;BST2;LCP2;CMPK2;CCL5;KLRK1;IFITM3;UPP1;PARP12;NOD1;PSMB2;B2M;EIF4E3;XCL1;CFH;RTP4;IRF1;STAT1;ADAR;PML;PSMB9;SECTM1;CASP7;OAS2;LGALS3BP;HLA-A;TOR1B	ENSG00000119922;ENSG00000185745;ENSG00000137965;ENSG00000168062;ENSG00000124762;ENSG00000127951;ENSG00000137200;ENSG00000185215;ENSG00000174175;ENSG00000111331;ENSG00000265972;ENSG00000110324;ENSG00000137959;ENSG00000107201;ENSG00000187608;ENSG00000104312;ENSG00000067057;ENSG00000157601;ENSG00000119917;ENSG00000162692;ENSG00000138378;ENSG00000170581;ENSG00000118640;ENSG00000101347;ENSG00000131979;ENSG00000019582;ENSG00000183486;ENSG00000123610;ENSG00000196954;ENSG00000160932;ENSG00000164136;ENSG00000216490;ENSG00000139626;ENSG00000068079;ENSG00000128604;ENSG00000234745;ENSG00000177409;ENSG00000168899;ENSG00000134321;ENSG00000131203;ENSG00000135114;ENSG00000185201;ENSG00000184588;ENSG00000125148;ENSG00000090339;ENSG00000026103;ENSG00000121858;ENSG00000137752;ENSG00000132530;ENSG00000168310;ENSG00000110848;ENSG00000149131;ENSG00000185338;ENSG00000130303;ENSG00000043462;ENSG00000134326;ENSG00000271503;ENSG00000213809;ENSG00000142089;ENSG00000183696;ENSG00000059378;ENSG00000106100;ENSG00000126067;ENSG00000166710;ENSG00000163412;ENSG00000143184;ENSG00000000971;ENSG00000136514;ENSG00000125347;ENSG00000115415;ENSG00000160710;ENSG00000140464;ENSG00000240065;ENSG00000141574;ENSG00000165806;ENSG00000111335;ENSG00000108679;ENSG00000206503;ENSG00000136816
prerank	Fatty Acid Metabolism	0.3482865266706277	0.9042657858594332	0.7231404958677686	1.0	1.0	51/158	21.21%	PTPRG;G0S2;XIST;ME1;TP53INP2;HMGCS2;AUH;AOC3;LTC4S;MGLL;ACSL1;FABP1;GPD1;GLUL;NBN;RDH16;CD36;HMGCS1;HSPH1;MCEE;FASN;ACAA1;METAP1;CA2;HSP90AA1;HSD17B7;PPARA;RDH11;IDH3B;NTHL1;HPGD;ACSL4;ETFDH;MLYCD;SUCLG2;ACADM;OSTC;CPT1A;LDHA;ADSL;MIX23;KMT5A;ACSS1;BCKDHB;RETSAT;ACOT2;APEX1;H2AZ1;LGALS1;CYP1A1;CRYZ	ENSG00000144724;ENSG00000123689;ENSG00000229807;ENSG00000065833;ENSG00000078804;ENSG00000134240;ENSG00000148090;ENSG00000131471;ENSG00000213316;ENSG00000074416;ENSG00000151726;ENSG00000163586;ENSG00000167588;ENSG00000135821;ENSG00000104320;ENSG00000139547;ENSG00000135218;ENSG00000112972;ENSG00000120694;ENSG00000124370;ENSG00000169710;ENSG00000060971;ENSG00000164024;ENSG00000104267;ENSG00000080824;ENSG00000132196;ENSG00000186951;ENSG00000072042;ENSG00000101365;ENSG00000065057;ENSG00000164120;ENSG00000068366;ENSG00000171503;ENSG00000103150;ENSG00000172340;ENSG00000117054;ENSG00000198856;ENSG00000110090;ENSG00000134333;ENSG00000239900;ENSG00000160124;ENSG00000183955;ENSG00000154930;ENSG00000083123;ENSG00000042445;ENSG00000119673;ENSG00000100823;ENSG00000164032;ENSG00000100097;ENSG00000140465;ENSG00000116791
prerank	KRAS Signaling UP	0.34015992610381623	0.8967863207038167	0.7549148099606815	1.0	1.0	56/200	16.40%	ETV5;G0S2;SPRY2;ALDH1A3;H2BC3;ETV4;MMP11;CXCL10;TSPAN7;CPE;MMP9;SPON1;GNG11;TSPAN13;NAP1L2;SCN1B;PTGS2;MAP7;HKDC1;TMEM176A;IL33;BTC;ARG1;ITGBL1;PTPRR;JUP;ITGA2;CFB;EVI5;IGF2;PTBP2;INHBA;PLAT;USH1C;GPNMB;ADAM8;ADAM17;CCSER2;VWA5A;IRF8;ZNF639;HOXD11;CBL;AMMECR1;RBM4;CA2;SATB1;CBR4;IL7R;F2RL1;USP12;ETS1;TSPAN1;SEMA3B;ID2;TNFAIP3	ENSG00000244405;ENSG00000123689;ENSG00000136158;ENSG00000184254;ENSG00000276410;ENSG00000175832;ENSG00000099953;ENSG00000169245;ENSG00000156298;ENSG00000109472;ENSG00000100985;ENSG00000262655;ENSG00000127920;ENSG00000106537;ENSG00000186462;ENSG00000105711;ENSG00000073756;ENSG00000135525;ENSG00000156510;ENSG00000002933;ENSG00000137033;ENSG00000174808;ENSG00000118520;ENSG00000198542;ENSG00000153233;ENSG00000173801;ENSG00000164171;ENSG00000243649;ENSG00000067208;ENSG00000167244;ENSG00000117569;ENSG00000122641;ENSG00000104368;ENSG00000006611;ENSG00000136235;ENSG00000151651;ENSG00000151694;ENSG00000107771;ENSG00000110002;ENSG00000140968;ENSG00000121864;ENSG00000128713;ENSG00000110395;ENSG00000101935;ENSG00000173933;ENSG00000104267;ENSG00000182568;ENSG00000145439;ENSG00000168685;ENSG00000164251;ENSG00000152484;ENSG00000134954;ENSG00000117472;ENSG00000012171;ENSG00000115738;ENSG00000118503
prerank	E2F Targets	-0.3118398808434401	-0.8942111640760491	0.8623188405797102	1.0	1.0	84/200	21.17%	CDKN1A;CDKN2A;CDKN2C;DONSON;RRM2;ASF1B;TCF19;MYBL2;GINS3;POLE4;MELK;SPC25;TK1;GINS4;POLE;TUBB;BIRC5;PCNA;STMN1;CENPM;TUBG1;KIF22;UBR7;RPA2;SPC24;SHMT1;RPA1;AURKB;RPA3;RACGAP1;PSMC3IP;CCNE1;RNASEH2A;SPAG5;POLD2;PRIM2;UBE2T;GINS1;PPP1R8;ASF1A;TP53;WDR90;PPM1D;CDCA3;TIMELESS;PRPS1;MLH1;JPT1;MSH2;DCTPP1;RBBP7;CKS1B;TACC3;SLBP;TMPO;MXD3;HUS1;POLD3;MCM7;POLD1;CDC25A;PAN2;TRIP13;H2AX;DSCC1;PHF5A;CSE1L;XRCC6;RFC2;LIG1;NUP107;PRKDC;SNRPB;RANBP1;CDC25B;RAD51C;MCM5;CDKN3;KIF2C;BRCA1;CHEK1;MCM3;NCAPD2;POP7	ENSG00000124762;ENSG00000147889;ENSG00000123080;ENSG00000159147;ENSG00000171848;ENSG00000105011;ENSG00000137310;ENSG00000101057;ENSG00000181938;ENSG00000115350;ENSG00000165304;ENSG00000152253;ENSG00000167900;ENSG00000147536;ENSG00000177084;ENSG00000196230;ENSG00000089685;ENSG00000132646;ENSG00000117632;ENSG00000100162;ENSG00000131462;ENSG00000079616;ENSG00000012963;ENSG00000117748;ENSG00000161888;ENSG00000176974;ENSG00000132383;ENSG00000178999;ENSG00000106399;ENSG00000161800;ENSG00000131470;ENSG00000105173;ENSG00000104889;ENSG00000076382;ENSG00000106628;ENSG00000146143;ENSG00000077152;ENSG00000101003;ENSG00000117751;ENSG00000111875;ENSG00000141510;ENSG00000161996;ENSG00000170836;ENSG00000111665;ENSG00000111602;ENSG00000147224;ENSG00000076242;ENSG00000189159;ENSG00000095002;ENSG00000179958;ENSG00000102054;ENSG00000173207;ENSG00000013810;ENSG00000163950;ENSG00000120802;ENSG00000213347;ENSG00000136273;ENSG00000077514;ENSG00000166508;ENSG00000062822;ENSG00000164045;ENSG00000135473;ENSG00000071539;ENSG00000188486;ENSG00000136982;ENSG00000100410;ENSG00000124207;ENSG00000196419;ENSG00000049541;ENSG00000105486;ENSG00000111581;ENSG00000253729;ENSG00000125835;ENSG00000099901;ENSG00000101224;ENSG00000108384;ENSG00000100297;ENSG00000100526;ENSG00000142945;ENSG00000012048;ENSG00000149554;ENSG00000112118;ENSG00000010292;ENSG00000172336
prerank	Apical Surface	0.40797028306952016	0.8936938621889386	0.6617161716171617	1.0	1.0	10/44	10.29%	RTN4RL1;GSTM3;GHRL;EFNA5;SULF2;SLC2A4;SLC34A3;PCSK9;LYN;NCOA6	ENSG00000185924;ENSG00000134202;ENSG00000157017;ENSG00000184349;ENSG00000196562;ENSG00000181856;ENSG00000198569;ENSG00000169174;ENSG00000254087;ENSG00000198646
prerank	Hedgehog Signaling	-0.39726395261527514	-0.8913234858006348	0.6306532663316583	1.0	1.0	12/36	9.73%	THY1;HEY2;NRP1;DPYSL2;RTN1;SCG2;NRCAM;NRP2;CELSR1;NKX6-1;CDK5R1;ETS2	ENSG00000154096;ENSG00000135547;ENSG00000099250;ENSG00000092964;ENSG00000139970;ENSG00000171951;ENSG00000091129;ENSG00000118257;ENSG00000075275;ENSG00000163623;ENSG00000176749;ENSG00000157557
prerank	Adipogenesis	-0.3063469890342166	-0.8895570729284196	0.9391634980988594	0.9893634610085422	1.0	87/200	19.67%	PTGER3;C3;LPL;APOE;REEP6;CDKN2C;SULT1A1;PEX14;FZD4;RETN;ANGPT1;MRAP;EPHX2;PHLDB1;UQCR10;DECR1;ITSN1;DRAM2;COL4A1;CRAT;ABCB8;ALDH2;ECHS1;ACO2;GPX4;UCP2;ADIPOR2;CD151;DHRS7B;IDH3G;LPCAT3;RIOK3;UCK1;ETFB;UQCR11;SLC25A1;NKIRAS1;DGAT1;G3BP2;IDH3A;GADD45A;SAMM50;TST;SOD1;RTN3;UBC;IMMT;MTCH2;MCCC1;COX8A;PGM1;SQOR;ARAF;ESYT1;CHUK;GHITM;DHRS7;DNAJB9;COX6A1;GPAT4;TALDO1;YWHAG;UQCRC1;ACOX1;BCKDHA;GPD2;REEP5;DDT;SDHC;PFKL;COL15A1;MDH2;RMDN3;CMBL;QDPR;ELMOD3;NDUFS3;MRPL15;FAH;COQ5;CAT;CHCHD10;STAT5A;UQCRQ;RNF11;COX7B;TOB1	ENSG00000050628;ENSG00000125730;ENSG00000175445;ENSG00000130203;ENSG00000115255;ENSG00000123080;ENSG00000196502;ENSG00000142655;ENSG00000174804;ENSG00000104918;ENSG00000154188;ENSG00000170262;ENSG00000120915;ENSG00000019144;ENSG00000184076;ENSG00000104325;ENSG00000205726;ENSG00000156171;ENSG00000187498;ENSG00000095321;ENSG00000197150;ENSG00000111275;ENSG00000127884;ENSG00000100412;ENSG00000167468;ENSG00000175567;ENSG00000006831;ENSG00000177697;ENSG00000109016;ENSG00000067829;ENSG00000111684;ENSG00000101782;ENSG00000130717;ENSG00000105379;ENSG00000127540;ENSG00000100075;ENSG00000197885;ENSG00000185000;ENSG00000138757;ENSG00000166411;ENSG00000116717;ENSG00000100347;ENSG00000128311;ENSG00000142168;ENSG00000133318;ENSG00000150991;ENSG00000132305;ENSG00000109919;ENSG00000078070;ENSG00000176340;ENSG00000079739;ENSG00000137767;ENSG00000078061;ENSG00000139641;ENSG00000213341;ENSG00000165678;ENSG00000100612;ENSG00000128590;ENSG00000111775;ENSG00000158669;ENSG00000177156;ENSG00000170027;ENSG00000010256;ENSG00000161533;ENSG00000248098;ENSG00000115159;ENSG00000129625;ENSG00000099977;ENSG00000143252;ENSG00000141959;ENSG00000204291;ENSG00000146701;ENSG00000137824;ENSG00000164237;ENSG00000151552;ENSG00000115459;ENSG00000213619;ENSG00000137547;ENSG00000103876;ENSG00000110871;ENSG00000121691;ENSG00000250479;ENSG00000126561;ENSG00000164405;ENSG00000123091;ENSG00000131174;ENSG00000141232
prerank	Hypoxia	0.3318507768742283	0.8760529827538713	0.8259052924791086	1.0	1.0	63/200	19.19%	CCN2;PPARGC1A;STC2;CSRP2;VLDLR;ERRFI1;COL5A1;PYGM;SDC3;NDST1;PGF;KIF5A;KLF7;DTNA;SELENBP1;CCN1;FOS;STC1;CP;F3;GCNT2;EFNA3;JUN;EGFR;ADM;PPFIA4;IL6;GPC3;ZFP36;HK2;ZNF292;IDS;PDK1;RORA;GPC4;CAVIN1;CAV1;HOXB9;AK4;DDIT4;FAM162A;MT1E;GCK;KDM3A;TGFBI;P4HA1;SLC2A1;ADORA2B;ETS1;ALDOC;TNFAIP3;SLC2A3;FOSL2;CCNG2;PGM2;LDHA;ISG20;CAVIN3;VEGFA;BNIP3L;PAM;SAP30;TPST2	ENSG00000118523;ENSG00000109819;ENSG00000113739;ENSG00000175183;ENSG00000147852;ENSG00000116285;ENSG00000130635;ENSG00000068976;ENSG00000162512;ENSG00000070614;ENSG00000119630;ENSG00000155980;ENSG00000118263;ENSG00000134769;ENSG00000143416;ENSG00000142871;ENSG00000170345;ENSG00000159167;ENSG00000047457;ENSG00000117525;ENSG00000111846;ENSG00000143590;ENSG00000177606;ENSG00000146648;ENSG00000148926;ENSG00000143847;ENSG00000136244;ENSG00000147257;ENSG00000128016;ENSG00000159399;ENSG00000188994;ENSG00000010404;ENSG00000152256;ENSG00000069667;ENSG00000076716;ENSG00000177469;ENSG00000105974;ENSG00000170689;ENSG00000162433;ENSG00000168209;ENSG00000114023;ENSG00000169715;ENSG00000106633;ENSG00000115548;ENSG00000120708;ENSG00000122884;ENSG00000117394;ENSG00000170425;ENSG00000134954;ENSG00000109107;ENSG00000118503;ENSG00000059804;ENSG00000075426;ENSG00000138764;ENSG00000169299;ENSG00000134333;ENSG00000172183;ENSG00000170955;ENSG00000112715;ENSG00000104765;ENSG00000145730;ENSG00000164105;ENSG00000128294
prerank	Myogenesis	0.3285763999576901	0.8755793312840039	0.8161073825503355	1.0	1.0	41/200	12.46%	NCAM1;NAV2;STC2;COL6A3;SPARC;MYH7;SGCA;KIFC3;MYH11;ITGB5;SLC6A8;PYGM;FGF2;TEAD4;RYR1;IGF1;ERBB3;DTNA;ITGA7;CRYAB;CHRNA1;LDB3;COL3A1;ACSL1;SORBS1;DAPK2;TPM2;PPFIA4;MYL3;IFRD1;TNNC1;REEP1;DMD;CD36;VIPR1;SPEG;MYH3;SORBS3;MAPRE3;EIF4A2;TPD52L1	ENSG00000149294;ENSG00000166833;ENSG00000113739;ENSG00000163359;ENSG00000113140;ENSG00000092054;ENSG00000108823;ENSG00000140859;ENSG00000133392;ENSG00000082781;ENSG00000130821;ENSG00000068976;ENSG00000138685;ENSG00000197905;ENSG00000196218;ENSG00000017427;ENSG00000065361;ENSG00000134769;ENSG00000135424;ENSG00000109846;ENSG00000138435;ENSG00000122367;ENSG00000168542;ENSG00000151726;ENSG00000095637;ENSG00000035664;ENSG00000198467;ENSG00000143847;ENSG00000160808;ENSG00000006652;ENSG00000114854;ENSG00000068615;ENSG00000198947;ENSG00000135218;ENSG00000114812;ENSG00000072195;ENSG00000109063;ENSG00000120896;ENSG00000084764;ENSG00000156976;ENSG00000111907
prerank	Protein Secretion	0.3518316050835014	0.8708232375656898	0.7876106194690266	1.0	1.0	38/96	23.16%	DST;GOLGA4;ABCA1;EGFR;TOM1L1;KIF1B;MON2;ANP32E;BNIP3;ATP6V1B1;GBF1;COG2;IGF2R;TSPAN8;DNM1L;SGMS1;KRT18;USO1;RAB9A;PAM;DOP1A;CLCN3;SCAMP1;ZW10;LMAN1;AP1G1;COPB1;TPD52;STX16;SEC24D;STAM;AP3B1;STX12;YIPF6;GALC;CLTC;RPS6KA3;SNX2	ENSG00000151914;ENSG00000144674;ENSG00000165029;ENSG00000146648;ENSG00000141198;ENSG00000054523;ENSG00000061987;ENSG00000143401;ENSG00000176171;ENSG00000116039;ENSG00000107862;ENSG00000135775;ENSG00000197081;ENSG00000127324;ENSG00000087470;ENSG00000198964;ENSG00000111057;ENSG00000138768;ENSG00000123595;ENSG00000145730;ENSG00000083097;ENSG00000109572;ENSG00000085365;ENSG00000086827;ENSG00000074695;ENSG00000166747;ENSG00000129083;ENSG00000076554;ENSG00000124222;ENSG00000150961;ENSG00000136738;ENSG00000132842;ENSG00000117758;ENSG00000181704;ENSG00000054983;ENSG00000141367;ENSG00000177189;ENSG00000205302
prerank	Apoptosis	-0.3051510490917423	-0.8695056692496842	0.9473684210526315	0.9961163543675945	1.0	68/161	19.27%	F2;CDKN1A;GSN;FEZ1;IL18;HMOX1;BCL2L1;LUM;DCN;BCL2L11;CLU;TGFBR3;TXNIP;BIK;BMF;EREG;ANKH;IER3;LGALS3;GPX4;GADD45B;GPX1;GCH1;TIMP2;BAX;CDK2;HSPB1;PRF1;CASP4;MGMT;EGR3;BCL10;FDXR;PSEN2;SQSTM1;SC5D;RHOT2;PAK1;GADD45A;FAS;SOD1;TNFSF10;TSPO;CASP1;NEDD9;CD69;DFFA;ANXA1;PEA15;ENO2;DDIT3;CD44;F2R;IFITM3;FASLG;BCAP31;ATF3;APP;DAP;IRF1;EBP;CASP7;BTG3;SPTAN1;BTG2;CD38;DAP3;DNAJC3	ENSG00000180210;ENSG00000124762;ENSG00000148180;ENSG00000149557;ENSG00000150782;ENSG00000100292;ENSG00000171552;ENSG00000139329;ENSG00000011465;ENSG00000153094;ENSG00000120885;ENSG00000069702;ENSG00000265972;ENSG00000100290;ENSG00000104081;ENSG00000124882;ENSG00000154122;ENSG00000137331;ENSG00000131981;ENSG00000167468;ENSG00000099860;ENSG00000233276;ENSG00000131979;ENSG00000035862;ENSG00000087088;ENSG00000123374;ENSG00000106211;ENSG00000180644;ENSG00000196954;ENSG00000170430;ENSG00000179388;ENSG00000142867;ENSG00000161513;ENSG00000143801;ENSG00000161011;ENSG00000109929;ENSG00000140983;ENSG00000149269;ENSG00000116717;ENSG00000026103;ENSG00000142168;ENSG00000121858;ENSG00000100300;ENSG00000137752;ENSG00000111859;ENSG00000110848;ENSG00000160049;ENSG00000135046;ENSG00000162734;ENSG00000111674;ENSG00000175197;ENSG00000026508;ENSG00000181104;ENSG00000142089;ENSG00000117560;ENSG00000185825;ENSG00000162772;ENSG00000142192;ENSG00000112977;ENSG00000125347;ENSG00000147155;ENSG00000165806;ENSG00000154640;ENSG00000197694;ENSG00000159388;ENSG00000004468;ENSG00000132676;ENSG00000102580
prerank	Unfolded Protein Response	0.3440060168133564	0.8657194855508199	0.7906295754026355	0.9982050414921567	1.0	49/113	22.86%	STC2;EIF2AK3;CHAC1;PAIP1;BAG3;SLC7A5;XPOT;DDX10;EIF4A2;NOLC1;NABP1;DDIT4;ALDH18A1;NOP56;DKC1;MTHFD2;EXOSC5;EDEM1;EXOSC2;CNOT4;KIF5B;ASNS;TARS1;CNOT2;DCP1A;SDAD1;SKIC3;VEGFA;KHSRP;HSP90B1;NOP14;PSAT1;SLC30A5;CEBPB;NPM1;IARS1;HERPUD1;TATDN2;HSPA9;NFYB;EIF4A1;ERO1A;RPS14;MTREX;PREB;FUS;EXOC2;ATF6;EIF4G1	ENSG00000113739;ENSG00000172071;ENSG00000128965;ENSG00000172239;ENSG00000151929;ENSG00000103257;ENSG00000184575;ENSG00000178105;ENSG00000156976;ENSG00000166197;ENSG00000173559;ENSG00000168209;ENSG00000059573;ENSG00000101361;ENSG00000130826;ENSG00000065911;ENSG00000077348;ENSG00000134109;ENSG00000130713;ENSG00000080802;ENSG00000170759;ENSG00000070669;ENSG00000113407;ENSG00000111596;ENSG00000272886;ENSG00000198301;ENSG00000198677;ENSG00000112715;ENSG00000088247;ENSG00000166598;ENSG00000087269;ENSG00000135069;ENSG00000145740;ENSG00000172216;ENSG00000181163;ENSG00000196305;ENSG00000051108;ENSG00000157014;ENSG00000113013;ENSG00000120837;ENSG00000161960;ENSG00000197930;ENSG00000164587;ENSG00000039123;ENSG00000138073;ENSG00000089280;ENSG00000112685;ENSG00000118217;ENSG00000114867
prerank	WNT Beta Catenin Signaling	0.39377406053519126	0.859772456720176	0.7063492063492064	0.9786361719627417	1.0	14/42	14.59%	JAG2;AXIN2;PTCH1;DKK1;WNT6;WNT1;FZD8;NKD1;TCF7;CTNNB1;ADAM17;JAG1;MYC;HDAC2	ENSG00000184916;ENSG00000168646;ENSG00000185920;ENSG00000107984;ENSG00000115596;ENSG00000125084;ENSG00000177283;ENSG00000140807;ENSG00000081059;ENSG00000168036;ENSG00000151694;ENSG00000101384;ENSG00000136997;ENSG00000196591
prerank	Peroxisome	-0.3105585505799976	-0.8316980626306226	0.9252336448598131	1.0	1.0	46/104	21.10%	CEL;ESR2;ABCB4;PEX14;IDH2;EPHX2;ABCB9;HRAS;PEX11B;GSTK1;CRAT;DHRS3;SLC23A2;CLN8;SLC25A4;SULT2B1;YWHAH;NR1I2;BCL10;PEX2;FIS1;CRABP2;SLC25A17;SOD1;TSPO;ABCD2;EHHADH;HSD17B11;PEX6;MSH2;ACOX1;ACOT8;HSD3B7;DHCR24;ECI2;SLC25A19;PRDX1;CAT;SOD2;ABCC5;IDI1;ISOC1;ECH1;ACSL5;PEX13;HMGCL	ENSG00000170835;ENSG00000140009;ENSG00000005471;ENSG00000142655;ENSG00000182054;ENSG00000120915;ENSG00000150967;ENSG00000174775;ENSG00000131779;ENSG00000197448;ENSG00000095321;ENSG00000162496;ENSG00000089057;ENSG00000182372;ENSG00000151729;ENSG00000088002;ENSG00000128245;ENSG00000144852;ENSG00000142867;ENSG00000164751;ENSG00000214253;ENSG00000143320;ENSG00000100372;ENSG00000142168;ENSG00000100300;ENSG00000173208;ENSG00000113790;ENSG00000198189;ENSG00000124587;ENSG00000095002;ENSG00000161533;ENSG00000101473;ENSG00000099377;ENSG00000116133;ENSG00000198721;ENSG00000125454;ENSG00000117450;ENSG00000121691;ENSG00000291237;ENSG00000114770;ENSG00000067064;ENSG00000066583;ENSG00000104823;ENSG00000197142;ENSG00000162928;ENSG00000117305
prerank	Glycolysis	0.31108184633484864	0.8237054754817347	0.9332443257676902	1.0	1.0	65/200	20.05%	HS6ST2;STC2;DSC2;VLDLR;COL5A1;ME1;PYGL;CTH;SDC3;ELF3;TFF3;PKP2;SDC1;STC1;FBP2;EFNA3;NOL3;EGFR;PPFIA4;GPC3;HOMER1;HK2;ZNF292;SLC25A13;GPC4;DEPDC1;NT5E;XYLT2;PAXIP1;GPR87;TGFA;AK4;ME2;DDIT4;CAPN5;IL13RA1;COG2;FAM162A;GALK2;PHKA2;TGFBI;SLC35A3;P4HA1;ADORA2B;ECD;SPAG4;EGLN3;PGM2;LDHA;KIF2A;AGL;ISG20;KIF20A;CHST6;VEGFA;SLC25A10;PAM;RBCK1;SAP30;CHPF;B4GALT2;GALE;CYB5A;GCLC;RARS1	ENSG00000171004;ENSG00000113739;ENSG00000134755;ENSG00000147852;ENSG00000130635;ENSG00000065833;ENSG00000100504;ENSG00000116761;ENSG00000162512;ENSG00000163435;ENSG00000160180;ENSG00000057294;ENSG00000115884;ENSG00000159167;ENSG00000130957;ENSG00000143590;ENSG00000140939;ENSG00000146648;ENSG00000143847;ENSG00000147257;ENSG00000152413;ENSG00000159399;ENSG00000188994;ENSG00000004864;ENSG00000076716;ENSG00000024526;ENSG00000135318;ENSG00000015532;ENSG00000157212;ENSG00000138271;ENSG00000163235;ENSG00000162433;ENSG00000082212;ENSG00000168209;ENSG00000149260;ENSG00000131724;ENSG00000135775;ENSG00000114023;ENSG00000156958;ENSG00000044446;ENSG00000120708;ENSG00000117620;ENSG00000122884;ENSG00000170425;ENSG00000122882;ENSG00000061656;ENSG00000129521;ENSG00000169299;ENSG00000134333;ENSG00000068796;ENSG00000162688;ENSG00000172183;ENSG00000112984;ENSG00000183196;ENSG00000112715;ENSG00000183048;ENSG00000145730;ENSG00000125826;ENSG00000164105;ENSG00000123989;ENSG00000117411;ENSG00000117308;ENSG00000166347;ENSG00000001084;ENSG00000113643
