NAME	TERM	ES	NES	NOM_P_VAL	FDR_Q_VAL	FWER_P_VAL	TAG_%	GENE_%	LEAD_GENES	LEAD_GENES_IDS
prerank	Androgen Response	0.4332551153504129	1.0663026430659448	0.33182503770739064	1.0	1.0	41/101	20.20%	SELENOP;ALDH1A3;KRT19;ZBTB10;CCND1;HSD17B14;PGM3;MAP7;LIFR;KLK3;MAK;ABCC4;INSIG1;H1-0;ELL2;CDC14B;IQGAP2;HMGCS1;ITGAV;ELK4;KRT8;INPP4B;ABHD2;SRF;SGK1;HPGD;CDK6;STEAP4;GSR;SAT1;PA2G4;STK39;SRP19;SLC26A2;RRP12;VAPA;ACSL3;NDRG1;LMAN1;FKBP5;SCD	ENSG00000250722;ENSG00000184254;ENSG00000171345;ENSG00000205189;ENSG00000110092;ENSG00000087076;ENSG00000013375;ENSG00000135525;ENSG00000113594;ENSG00000142515;ENSG00000111837;ENSG00000125257;ENSG00000186480;ENSG00000189060;ENSG00000118985;ENSG00000081377;ENSG00000145703;ENSG00000112972;ENSG00000138448;ENSG00000158711;ENSG00000170421;ENSG00000109452;ENSG00000140526;ENSG00000112658;ENSG00000118515;ENSG00000164120;ENSG00000105810;ENSG00000127954;ENSG00000104687;ENSG00000130066;ENSG00000170515;ENSG00000198648;ENSG00000153037;ENSG00000155850;ENSG00000052749;ENSG00000101558;ENSG00000123983;ENSG00000104419;ENSG00000074695;ENSG00000096060;ENSG00000099194
prerank	PI3K AKT MTOR Signaling	-0.38586524907462755	-1.0478994329334959	0.26058631921824105	1.0	0.982	45/105	19.92%	CDKN1A;VAV3;HRAS;CXCR4;PPP1CA;MAPK9;IL2RG;LCK;PITX2;CSNK2B;CFL1;STAT2;PLCG1;MAPK8;CDK2;CAB39L;CALR;TSC2;SQSTM1;MAP2K3;ACACA;ACTR3;PIN1;E2F1;PPP2R1B;RPS6KA1;GSK3B;AP2M1;ARHGDIA;DDIT3;NOD1;FASLG;TRAF2;PLCB1;ARPC3;PFN1;AKT1;PTEN;MKNK1;PLA2G12A;RAC1;MKNK2;TNFRSF1A;RIT1;IL4	ENSG00000124762;ENSG00000134215;ENSG00000174775;ENSG00000121966;ENSG00000172531;ENSG00000050748;ENSG00000147168;ENSG00000182866;ENSG00000164093;ENSG00000204435;ENSG00000172757;ENSG00000170581;ENSG00000124181;ENSG00000107643;ENSG00000123374;ENSG00000102547;ENSG00000179218;ENSG00000103197;ENSG00000161011;ENSG00000034152;ENSG00000278540;ENSG00000115091;ENSG00000127445;ENSG00000101412;ENSG00000137713;ENSG00000117676;ENSG00000082701;ENSG00000161203;ENSG00000141522;ENSG00000175197;ENSG00000106100;ENSG00000117560;ENSG00000127191;ENSG00000182621;ENSG00000111229;ENSG00000108518;ENSG00000142208;ENSG00000171862;ENSG00000079277;ENSG00000123739;ENSG00000136238;ENSG00000099875;ENSG00000067182;ENSG00000143622;ENSG00000113520
prerank	Epithelial Mesenchymal Transition	0.3861366937756229	1.0273577307017383	0.3686274509803922	1.0	1.0	58/200	11.89%	NID2;LAMC1;CXCL1;TIMP3;CCN2;COL6A3;DST;SPARC;APLP1;ITGB3;EDIL3;TFPI2;FOXC2;CRLF1;ITGB5;FSTL1;COL5A1;SLC6A8;CADM1;FGF2;CALD1;RGS4;IGFBP4;THBS1;OXTR;SDC1;ECM1;PCOLCE2;DKK1;CCN1;MEST;SLIT3;TNFRSF11B;NTM;COL12A1;COL3A1;PTHLH;FZD8;COL8A2;COL5A2;TPM2;TPM1;ITGA2;DPYSL3;JUN;PFN2;INHBA;IL6;CTHRC1;SLIT2;MMP14;WNT5A;GJA1;COL7A1;NT5E;LAMA1;MYL9;ITGA5	ENSG00000087303;ENSG00000135862;ENSG00000163739;ENSG00000100234;ENSG00000118523;ENSG00000163359;ENSG00000151914;ENSG00000113140;ENSG00000105290;ENSG00000259207;ENSG00000164176;ENSG00000105825;ENSG00000176692;ENSG00000006016;ENSG00000082781;ENSG00000163430;ENSG00000130635;ENSG00000130821;ENSG00000182985;ENSG00000138685;ENSG00000122786;ENSG00000117152;ENSG00000141753;ENSG00000137801;ENSG00000180914;ENSG00000115884;ENSG00000143369;ENSG00000163710;ENSG00000107984;ENSG00000142871;ENSG00000106484;ENSG00000184347;ENSG00000164761;ENSG00000182667;ENSG00000111799;ENSG00000168542;ENSG00000087494;ENSG00000177283;ENSG00000171812;ENSG00000204262;ENSG00000198467;ENSG00000140416;ENSG00000164171;ENSG00000113657;ENSG00000177606;ENSG00000070087;ENSG00000122641;ENSG00000136244;ENSG00000164932;ENSG00000145147;ENSG00000157227;ENSG00000114251;ENSG00000152661;ENSG00000114270;ENSG00000135318;ENSG00000101680;ENSG00000101335;ENSG00000161638
prerank	Estrogen Response Late	0.38296654258100404	1.0136226922804725	0.4247669773635153	1.0	1.0	87/200	21.22%	ST6GALNAC2;PAPSS2;CDH1;KRT19;CCNA1;TFPI2;ASCL1;CPE;SLC27A2;TSPAN13;RPS6KA2;CCND1;HMGCS2;RET;IGFBP4;ASS1;TFF3;SFN;MAPT;MYOF;PTGES;FOS;MEST;TFF1;CYP26B1;PLAC1;ACOX2;IL6ST;KLK10;DHCR7;OLFM1;PKP3;ZFP36;DHRS2;TNNC1;ALDH3B1;SLC16A1;ST14;SLC7A5;PRKAR2B;ATP2B4;IL17RB;CLIC3;TPD52L1;CAV1;PRSS23;PLXNB1;ABHD2;CA2;FOXC1;OPN3;PPIF;SGK1;EMP2;NMU;BATF;SEMA3B;ID2;NCOR2;ISG20;KIF20A;PDCD4;TMPRSS3;ADD3;TOP2A;FLNB;MYB;NRIP1;SLC26A2;CD9;ITPK1;GALE;PTPN6;XRCC3;SCARB1;KCNK5;NXT1;FKBP5;SIAH2;CKB;LLGL2;RABEP1;ABCA3;SLC29A1;DUSP2;TIAM1;PERP	ENSG00000070731;ENSG00000198682;ENSG00000039068;ENSG00000171345;ENSG00000133101;ENSG00000105825;ENSG00000139352;ENSG00000109472;ENSG00000140284;ENSG00000106537;ENSG00000071242;ENSG00000110092;ENSG00000134240;ENSG00000165731;ENSG00000141753;ENSG00000130707;ENSG00000160180;ENSG00000175793;ENSG00000186868;ENSG00000138119;ENSG00000148344;ENSG00000170345;ENSG00000106484;ENSG00000160182;ENSG00000003137;ENSG00000170965;ENSG00000168306;ENSG00000134352;ENSG00000129451;ENSG00000172893;ENSG00000130558;ENSG00000184363;ENSG00000128016;ENSG00000100867;ENSG00000114854;ENSG00000006534;ENSG00000155380;ENSG00000149418;ENSG00000103257;ENSG00000005249;ENSG00000058668;ENSG00000056736;ENSG00000169583;ENSG00000111907;ENSG00000105974;ENSG00000150687;ENSG00000164050;ENSG00000140526;ENSG00000104267;ENSG00000054598;ENSG00000054277;ENSG00000108179;ENSG00000118515;ENSG00000213853;ENSG00000109255;ENSG00000156127;ENSG00000012171;ENSG00000115738;ENSG00000196498;ENSG00000172183;ENSG00000112984;ENSG00000150593;ENSG00000160183;ENSG00000148700;ENSG00000131747;ENSG00000136068;ENSG00000118513;ENSG00000180530;ENSG00000155850;ENSG00000010278;ENSG00000100605;ENSG00000117308;ENSG00000111679;ENSG00000126215;ENSG00000073060;ENSG00000164626;ENSG00000132661;ENSG00000096060;ENSG00000181788;ENSG00000166165;ENSG00000073350;ENSG00000029725;ENSG00000167972;ENSG00000112759;ENSG00000158050;ENSG00000156299;ENSG00000112378
prerank	Reactive Oxygen Species Pathway	-0.41897600378753896	-1.0131280892420398	0.3904494382022472	1.0	0.993	23/49	19.97%	PDLIM1;HHEX;IPCEF1;NQO1;GLRX;PFKP;PRDX6;GPX4;SELENOS;PTPA;SOD1;SRXN1;FTL;LSP1;ATOX1;ERCC2;PRNP;STK25;MSRA;GLRX2;PRDX1;CAT;SOD2	ENSG00000107438;ENSG00000152804;ENSG00000074706;ENSG00000181019;ENSG00000173221;ENSG00000067057;ENSG00000117592;ENSG00000167468;ENSG00000131871;ENSG00000119383;ENSG00000142168;ENSG00000271303;ENSG00000087086;ENSG00000130592;ENSG00000177556;ENSG00000104884;ENSG00000171867;ENSG00000115694;ENSG00000175806;ENSG00000023572;ENSG00000117450;ENSG00000121691;ENSG00000291237
prerank	Pancreas Beta Cells	-0.44306100941993126	-1.0107528808125417	0.39900249376558605	0.9962602842183994	0.994	7/40	11.66%	PAX6;MAFB;FOXA2;HNF1A;NKX6-1;PDX1;STXBP1	ENSG00000007372;ENSG00000204103;ENSG00000125798;ENSG00000135100;ENSG00000163623;ENSG00000139515;ENSG00000136854
prerank	G2M Checkpoint	0.3788811221220958	1.0063149104449902	0.4397905759162304	1.0	1.0	103/200	24.24%	CCND1;MEIS1;RASAL2;EFNA5;CENPF;H2BC12;CENPE;CKS2;HOXC10;DMD;SMC2;SLC7A5;PLK1;BCL3;TNPO2;HMGA1;YTHDC1;CUL5;KIF20B;TOP1;NOLC1;SLC12A2;KIF15;TENT4A;ATRX;NSD2;POLQ;RAD21;LIG3;SQLE;MYC;PRP4K;DKC1;CCNT1;LMNB1;SMARCC1;CUL4A;HNRNPD;SYNCRIP;SMC4;CHAF1A;KIF11;MTF2;E2F3;CBX1;KPNB1;XPO1;KIF5B;SRSF1;ESPL1;HIF1A;SMC1A;RPS6KA5;G3BP1;CDC27;SFPQ;SLC38A1;AMD1;TOP2A;WRN;TRA2B;SAP30;SRSF10;GSPT1;KMT5A;LBR;TLE3;MAPK14;SLC7A1;UCK2;EZH2;DDX39A;PRMT5;NCL;CDKN1B;CASP8AP2;RAD23B;H2AZ1;CTCF;SUV39H1;RBM14;TRAIP;SNRPD1;MAD2L1;CDC20;MAP3K20;MCM6;KNL1;ODC1;BRCA2;SRSF2;GINS2;KIF4A;HSPA8;SS18;ORC6;HNRNPU;NEK2;ARID4A;HMGB3;MKI67;NOTCH2;NUMA1	ENSG00000110092;ENSG00000143995;ENSG00000075391;ENSG00000184349;ENSG00000117724;ENSG00000197903;ENSG00000138778;ENSG00000123975;ENSG00000180818;ENSG00000198947;ENSG00000136824;ENSG00000103257;ENSG00000166851;ENSG00000069399;ENSG00000105576;ENSG00000137309;ENSG00000083896;ENSG00000166266;ENSG00000138182;ENSG00000198900;ENSG00000166197;ENSG00000064651;ENSG00000163808;ENSG00000112941;ENSG00000085224;ENSG00000109685;ENSG00000051341;ENSG00000164754;ENSG00000005156;ENSG00000104549;ENSG00000136997;ENSG00000112739;ENSG00000130826;ENSG00000129315;ENSG00000113368;ENSG00000173473;ENSG00000139842;ENSG00000138668;ENSG00000135316;ENSG00000113810;ENSG00000167670;ENSG00000138160;ENSG00000143033;ENSG00000112242;ENSG00000108468;ENSG00000108424;ENSG00000082898;ENSG00000170759;ENSG00000136450;ENSG00000135476;ENSG00000100644;ENSG00000072501;ENSG00000100784;ENSG00000145907;ENSG00000004897;ENSG00000116560;ENSG00000111371;ENSG00000123505;ENSG00000131747;ENSG00000165392;ENSG00000136527;ENSG00000164105;ENSG00000188529;ENSG00000103342;ENSG00000183955;ENSG00000143815;ENSG00000140332;ENSG00000112062;ENSG00000139514;ENSG00000143179;ENSG00000106462;ENSG00000123136;ENSG00000100462;ENSG00000115053;ENSG00000111276;ENSG00000118412;ENSG00000119318;ENSG00000164032;ENSG00000102974;ENSG00000101945;ENSG00000239306;ENSG00000183763;ENSG00000167088;ENSG00000164109;ENSG00000117399;ENSG00000091436;ENSG00000076003;ENSG00000137812;ENSG00000115758;ENSG00000139618;ENSG00000161547;ENSG00000131153;ENSG00000090889;ENSG00000109971;ENSG00000141380;ENSG00000091651;ENSG00000153187;ENSG00000117650;ENSG00000032219;ENSG00000029993;ENSG00000148773;ENSG00000134250;ENSG00000137497
prerank	Apical Junction	0.379689413444937	1.0024336876616824	0.45308310991957107	1.0	1.0	44/200	12.20%	NECTIN2;DSC3;CLDN11;PTK2;FLNC;NLGN2;CDH1;CD276;ACTG2;MMP9;NEXN;SDC3;PIK3CB;CDH4;PARVA;SYK;TJP1;BAIAP2;SRC;ADAM23;TNFRSF11B;NEGR1;VWF;CLDN14;CLDN6;ITGA3;JUP;CLDN7;INSIG1;ITGA10;ITGA2;CD274;EGFR;WNK4;AMH;SLIT2;NLGN3;PTPRC;TSC1;SGCE;SYMPK;MYL9;SPEG;SORBS3	ENSG00000130202;ENSG00000134762;ENSG00000013297;ENSG00000169398;ENSG00000128591;ENSG00000169992;ENSG00000039068;ENSG00000103855;ENSG00000163017;ENSG00000100985;ENSG00000162614;ENSG00000162512;ENSG00000051382;ENSG00000179242;ENSG00000197702;ENSG00000165025;ENSG00000104067;ENSG00000175866;ENSG00000197122;ENSG00000114948;ENSG00000164761;ENSG00000172260;ENSG00000110799;ENSG00000159261;ENSG00000184697;ENSG00000005884;ENSG00000173801;ENSG00000181885;ENSG00000186480;ENSG00000143127;ENSG00000164171;ENSG00000120217;ENSG00000146648;ENSG00000126562;ENSG00000104899;ENSG00000145147;ENSG00000196338;ENSG00000081237;ENSG00000165699;ENSG00000127990;ENSG00000125755;ENSG00000101335;ENSG00000072195;ENSG00000120896
prerank	Bile Acid Metabolism	0.40174192945528825	1.0016462765809715	0.44126074498567336	1.0	1.0	19/112	10.12%	ALDH8A1;RBP1;HSD17B6;KLF1;TFCP2L1;HSD3B1;ABCG8;SLC27A2;PEX1;ABCA1;SLC23A1;ACSL1;RXRA;BCAR3;SLC27A5;PHYH;PECR;EFHC1;PEX11A	ENSG00000118514;ENSG00000114115;ENSG00000025423;ENSG00000105610;ENSG00000115112;ENSG00000203857;ENSG00000143921;ENSG00000140284;ENSG00000127980;ENSG00000165029;ENSG00000170482;ENSG00000151726;ENSG00000186350;ENSG00000137936;ENSG00000083807;ENSG00000107537;ENSG00000115425;ENSG00000096093;ENSG00000166821
prerank	Heme Metabolism	-0.3476187437933636	-0.9982794254974175	0.4022140221402214	0.9515534582529623	0.997	67/200	17.39%	GYPE;HBQ1;TRIM58;C3;HBB;MOSPD1;ABCG2;EPOR;E2F2;MARCHF2;TMCC2;DMTN;AQP3;GATA1;TAL1;HEBP1;RNF123;CCDC28A;MBOAT2;MPP1;SLC10A3;SMOX;CTNS;SYNJ1;ATG4A;HAGH;CAST;ABCB6;YPEL5;UCP2;SLC66A2;OPTN;KAT2B;SIDT2;ARL2BP;RIOK3;UROS;MARCHF8;BLVRA;DCAF11;MAP2K3;DCAF10;CCND3;MKRN1;ADIPOR1;FBXO7;RANBP10;FOXO3;UROD;NNT;PPOX;SDCBP;TFDP2;CLIC2;FECH;ALDH1L1;FBXO9;SEC14L1;ACP5;BACH1;DAAM1;MFHAS1;GAPVD1;KLF3;NCOA4;BLVRB;TMEM9B	ENSG00000197465;ENSG00000086506;ENSG00000162722;ENSG00000125730;ENSG00000244734;ENSG00000101928;ENSG00000118777;ENSG00000187266;ENSG00000007968;ENSG00000099785;ENSG00000133069;ENSG00000158856;ENSG00000165272;ENSG00000102145;ENSG00000162367;ENSG00000013583;ENSG00000164068;ENSG00000024862;ENSG00000143797;ENSG00000130830;ENSG00000126903;ENSG00000088826;ENSG00000040531;ENSG00000159082;ENSG00000101844;ENSG00000063854;ENSG00000310517;ENSG00000115657;ENSG00000119801;ENSG00000175567;ENSG00000122490;ENSG00000123240;ENSG00000114166;ENSG00000149577;ENSG00000102931;ENSG00000101782;ENSG00000188690;ENSG00000165406;ENSG00000106605;ENSG00000100897;ENSG00000034152;ENSG00000122741;ENSG00000112576;ENSG00000133606;ENSG00000159346;ENSG00000100225;ENSG00000141084;ENSG00000118689;ENSG00000126088;ENSG00000112992;ENSG00000143224;ENSG00000137575;ENSG00000114126;ENSG00000155962;ENSG00000066926;ENSG00000144908;ENSG00000112146;ENSG00000129657;ENSG00000102575;ENSG00000156273;ENSG00000100592;ENSG00000147324;ENSG00000165219;ENSG00000109787;ENSG00000266412;ENSG00000090013;ENSG00000175348
prerank	TNFA Signaling VIA NFKB	-0.343339648315638	-0.9879407076141906	0.5	0.9111325434003857	1.0	68/200	15.96%	TLR2;ACKR3;SERPINE1;IFIT2;KLF2;KLF4;PLAU;CD80;CLCF1;CDKN1A;IL18;TUBB2A;CCRL2;TNFSF9;CCL4;GPR183;TNFAIP2;NR4A1;PTX3;GFPT2;ICOSLG;MARCKS;PLAUR;TRIB1;TNC;DUSP5;PHLDA2;TNFRSF9;RIGI;CCL20;EDN1;RIPK2;NR4A3;IER3;SPHK1;CSF2;NINJ1;ETS2;GADD45B;GCH1;TSC22D1;TNFAIP6;EGR3;TNIP1;SDC4;B4GALT1;SQSTM1;MAP2K3;CD83;PDE4B;IRS2;PNRC1;LITAF;GADD45A;CSF1;ICAM1;TRAF1;NFIL3;SERPINB8;BHLHE40;EIF1;CD69;REL;SMAD3;CCL5;CD44;RCAN1;IER5	ENSG00000137462;ENSG00000144476;ENSG00000106366;ENSG00000119922;ENSG00000127528;ENSG00000136826;ENSG00000122861;ENSG00000121594;ENSG00000175505;ENSG00000124762;ENSG00000150782;ENSG00000137267;ENSG00000121797;ENSG00000125657;ENSG00000275302;ENSG00000169508;ENSG00000185215;ENSG00000123358;ENSG00000163661;ENSG00000131459;ENSG00000160223;ENSG00000277443;ENSG00000011422;ENSG00000173334;ENSG00000041982;ENSG00000138166;ENSG00000181649;ENSG00000049249;ENSG00000107201;ENSG00000115009;ENSG00000078401;ENSG00000104312;ENSG00000119508;ENSG00000137331;ENSG00000176170;ENSG00000164400;ENSG00000131669;ENSG00000157557;ENSG00000099860;ENSG00000131979;ENSG00000102804;ENSG00000123610;ENSG00000179388;ENSG00000145901;ENSG00000124145;ENSG00000086062;ENSG00000161011;ENSG00000034152;ENSG00000112149;ENSG00000184588;ENSG00000185950;ENSG00000146278;ENSG00000189067;ENSG00000116717;ENSG00000184371;ENSG00000090339;ENSG00000056558;ENSG00000165030;ENSG00000166401;ENSG00000134107;ENSG00000173812;ENSG00000110848;ENSG00000162924;ENSG00000166949;ENSG00000271503;ENSG00000026508;ENSG00000159200;ENSG00000162783
prerank	Coagulation	0.38346733927004445	0.9820371881385959	0.4888888888888889	1.0	1.0	41/138	14.31%	TIMP3;MMP11;SPARC;HPN;C2;P2RY1;C1R;ITGB3;TFPI2;SERPINC1;PROS1;MMP9;HMGCS2;THBS1;KLF7;HNF4A;LGMN;DCT;S100A1;PROZ;F3;THBD;VWF;PROC;ACOX2;ITGA2;CFB;PLG;PLEK;MMP14;TMPRSS6;SH2B2;PLAT;CPQ;C1S;KLKB1;PRSS23;TIMP1;ADAM9;CAPN5;GDA	ENSG00000100234;ENSG00000099953;ENSG00000113140;ENSG00000105707;ENSG00000166278;ENSG00000169860;ENSG00000159403;ENSG00000259207;ENSG00000105825;ENSG00000117601;ENSG00000184500;ENSG00000100985;ENSG00000134240;ENSG00000137801;ENSG00000118263;ENSG00000101076;ENSG00000100600;ENSG00000080166;ENSG00000160678;ENSG00000126231;ENSG00000117525;ENSG00000178726;ENSG00000110799;ENSG00000115718;ENSG00000168306;ENSG00000164171;ENSG00000243649;ENSG00000122194;ENSG00000115956;ENSG00000157227;ENSG00000187045;ENSG00000160999;ENSG00000104368;ENSG00000104324;ENSG00000182326;ENSG00000164344;ENSG00000150687;ENSG00000102265;ENSG00000168615;ENSG00000149260;ENSG00000119125
prerank	KRAS Signaling DN	0.3693125121037433	0.9789532931251751	0.5224646983311938	1.0	1.0	38/200	10.49%	HSD11B2;SELENOP;YBX2;TFF2;MYH7;TG;TGM1;DLK2;CCNA1;TFAP2B;TFCP2L1;COL2A1;MYO15A;CCR8;NUDT11;RYR1;IRS4;TGFB2;CCDC106;SKIL;STAG3;KRT4;FGF16;EDAR;UPK3B;ARHGDIG;AKR1B10;PNMT;SYNPO;TENM2;NR6A1;FGF22;DTNB;C5;FGGY;SLC25A23;RYR2;GPRC5C	ENSG00000176387;ENSG00000250722;ENSG00000006047;ENSG00000160181;ENSG00000092054;ENSG00000042832;ENSG00000092295;ENSG00000171462;ENSG00000133101;ENSG00000008196;ENSG00000115112;ENSG00000139219;ENSG00000091536;ENSG00000179934;ENSG00000196368;ENSG00000196218;ENSG00000133124;ENSG00000092969;ENSG00000173581;ENSG00000136603;ENSG00000066923;ENSG00000170477;ENSG00000196468;ENSG00000135960;ENSG00000243566;ENSG00000242173;ENSG00000198074;ENSG00000141744;ENSG00000171992;ENSG00000145934;ENSG00000148200;ENSG00000070388;ENSG00000138101;ENSG00000106804;ENSG00000172456;ENSG00000125648;ENSG00000198626;ENSG00000170412
prerank	Inflammatory Response	-0.3335857976139888	-0.9675238013410472	0.5714285714285714	0.9455084045191513	1.0	63/200	15.33%	PCDH7;TLR2;SLC7A2;SERPINE1;RNF144B;MEP1A;SLC1A2;NMUR1;LAMP3;CDKN1A;PTGIR;CALCRL;IL18;CD70;LTA;CCRL2;TNFSF9;GPR183;AQP9;SLC4A4;STAB1;TLR3;MET;PTGER2;ICOSLG;FZD5;PLAUR;SLC31A2;EREG;IL10RA;RGS16;CCL22;TNFRSF9;LCK;CCL20;EDN1;PTAFR;RIPK2;P2RX4;SPHK1;CD82;C3AR1;CHST2;CXCL8;TNFSF15;GCH1;TNFAIP6;LY6E;IL15;GNAI3;SELENOS;PDE4B;TNFRSF1B;CSF1;ICAM1;TNFSF10;PVR;CD69;ADRM1;BST2;LCP2;RGS1;CCL5	ENSG00000169851;ENSG00000137462;ENSG00000003989;ENSG00000106366;ENSG00000137393;ENSG00000112818;ENSG00000110436;ENSG00000171596;ENSG00000078081;ENSG00000124762;ENSG00000160013;ENSG00000064989;ENSG00000150782;ENSG00000125726;ENSG00000226979;ENSG00000121797;ENSG00000125657;ENSG00000169508;ENSG00000103569;ENSG00000080493;ENSG00000010327;ENSG00000164342;ENSG00000105976;ENSG00000125384;ENSG00000160223;ENSG00000163251;ENSG00000011422;ENSG00000136867;ENSG00000124882;ENSG00000110324;ENSG00000143333;ENSG00000102962;ENSG00000049249;ENSG00000182866;ENSG00000115009;ENSG00000078401;ENSG00000169403;ENSG00000104312;ENSG00000135124;ENSG00000176170;ENSG00000085117;ENSG00000171860;ENSG00000175040;ENSG00000169429;ENSG00000181634;ENSG00000131979;ENSG00000123610;ENSG00000160932;ENSG00000164136;ENSG00000065135;ENSG00000131871;ENSG00000184588;ENSG00000028137;ENSG00000184371;ENSG00000090339;ENSG00000121858;ENSG00000073008;ENSG00000110848;ENSG00000130706;ENSG00000130303;ENSG00000043462;ENSG00000090104;ENSG00000271503
prerank	TGF Beta Signaling	0.4181148504354956	0.9639815373228008	0.5273556231003039	1.0	1.0	23/54	17.88%	CDH1;ID1;THBS1;TJP1;SKIL;ACVR1;SMURF1;JUNB;BCAR3;SMAD6;SMURF2;CTNNB1;CDK9;BMPR1A;ARID4B;MAP3K7;APC;HIPK2;ID2;IFNGR2;FURIN;NCOR2;SPTBN1	ENSG00000039068;ENSG00000125968;ENSG00000137801;ENSG00000104067;ENSG00000136603;ENSG00000115170;ENSG00000198742;ENSG00000171223;ENSG00000137936;ENSG00000137834;ENSG00000108854;ENSG00000168036;ENSG00000136807;ENSG00000107779;ENSG00000054267;ENSG00000135341;ENSG00000134982;ENSG00000064393;ENSG00000115738;ENSG00000159128;ENSG00000140564;ENSG00000196498;ENSG00000115306
prerank	Spermatogenesis	0.37314730371980875	0.9581336287332343	0.5449591280653951	1.0	1.0	30/135	17.54%	DDX4;YBX2;GSTM3;CNIH2;CFTR;CCNA1;ART3;MAP7;PIAS2;CLVS1;GSG1;DDX25;CHRM4;NEFH;BRAF;OAZ3;CLGN;RAD17;PGS1;SLC12A2;IL12RB2;ARL4A;IDE;NCAPH;PRKAR2A;SIRT1;MLLT10;GMCL1;ZC3H14;COIL	ENSG00000152670;ENSG00000006047;ENSG00000134202;ENSG00000174871;ENSG00000001626;ENSG00000133101;ENSG00000156219;ENSG00000135525;ENSG00000078043;ENSG00000177182;ENSG00000111305;ENSG00000109832;ENSG00000180720;ENSG00000100285;ENSG00000157764;ENSG00000143450;ENSG00000153132;ENSG00000152942;ENSG00000087157;ENSG00000064651;ENSG00000081985;ENSG00000122644;ENSG00000119912;ENSG00000121152;ENSG00000114302;ENSG00000096717;ENSG00000078403;ENSG00000087338;ENSG00000100722;ENSG00000121058
prerank	MTORC1 Signaling	0.34956534411883367	0.9280067473597947	0.6571056062581486	1.0	1.0	64/200	20.43%	POLR3G;VLDLR;ME1;CTH;CFP;ELOVL6;LGMN;STC1;SLC7A11;BCAT1;INSIG1;NAMPT;LDLR;DHCR7;IFRD1;HK2;PDK1;SLC7A5;PLK1;CYP51A1;HMGCS1;PSPH;CACYBP;PPA1;AK4;DDIT4;PSMD12;PHGDH;SQLE;MTHFD2;RDH11;EDEM1;P4HA1;HSPD1;SLC2A1;DAPP1;EGLN3;SLC2A3;HSPA4;GSR;USO1;CCT6A;EPRS1;ASNS;PSMC6;TFRC;LDHA;SYTL2;EIF2S2;EEF1E1;NUP205;PSMA3;HSP90B1;ADD3;PSAT1;CD9;SLA;ARPC5L;ACSL3;GMPS;GCLC;DDX39A;SCD;HSPA9	ENSG00000113356;ENSG00000147852;ENSG00000065833;ENSG00000116761;ENSG00000126759;ENSG00000170522;ENSG00000100600;ENSG00000159167;ENSG00000151012;ENSG00000060982;ENSG00000186480;ENSG00000105835;ENSG00000130164;ENSG00000172893;ENSG00000006652;ENSG00000159399;ENSG00000152256;ENSG00000103257;ENSG00000166851;ENSG00000001630;ENSG00000112972;ENSG00000146733;ENSG00000116161;ENSG00000180817;ENSG00000162433;ENSG00000168209;ENSG00000197170;ENSG00000092621;ENSG00000104549;ENSG00000065911;ENSG00000072042;ENSG00000134109;ENSG00000122884;ENSG00000144381;ENSG00000117394;ENSG00000070190;ENSG00000129521;ENSG00000059804;ENSG00000170606;ENSG00000104687;ENSG00000138768;ENSG00000146731;ENSG00000136628;ENSG00000070669;ENSG00000100519;ENSG00000072274;ENSG00000134333;ENSG00000137501;ENSG00000125977;ENSG00000124802;ENSG00000155561;ENSG00000100567;ENSG00000166598;ENSG00000148700;ENSG00000135069;ENSG00000010278;ENSG00000155926;ENSG00000136950;ENSG00000123983;ENSG00000163655;ENSG00000001084;ENSG00000123136;ENSG00000099194;ENSG00000113013
prerank	Xenobiotic Metabolism	0.34896552541280784	0.9240949970295057	0.6912928759894459	1.0	1.0	38/200	12.22%	CYP1A2;CYP2E1;CYP2C18;AKR1C3;PAPSS2;TYR;LEAP2;PDK4;RAP1GAP;PROS1;MPP2;IGFBP4;BCAR1;CDA;IGF1;TGFB2;GSTT2;HNF4A;DDC;EPHA2;PTGES;PTGDS;VTN;ARG1;SLC6A12;ACOX2;JUP;FABP1;BCAT1;GCNT2;CFB;CDO1;PLG;GSTM4;CD36;SLC35D1;PYCR1;IRF8	ENSG00000140505;ENSG00000130649;ENSG00000108242;ENSG00000196139;ENSG00000198682;ENSG00000077498;ENSG00000164406;ENSG00000004799;ENSG00000076864;ENSG00000184500;ENSG00000108852;ENSG00000141753;ENSG00000050820;ENSG00000158825;ENSG00000017427;ENSG00000092969;ENSG00000099984;ENSG00000101076;ENSG00000132437;ENSG00000142627;ENSG00000148344;ENSG00000107317;ENSG00000109072;ENSG00000118520;ENSG00000111181;ENSG00000168306;ENSG00000173801;ENSG00000163586;ENSG00000060982;ENSG00000111846;ENSG00000243649;ENSG00000129596;ENSG00000122194;ENSG00000168765;ENSG00000135218;ENSG00000116704;ENSG00000183010;ENSG00000140968
